Binding Affinities
-10.42117361
-10.353598
-11.79627203
-8.70051503
-11.00963005
-12.01658706
-11.27143324
-7.750469488
-8.118011183
-10.96223887
-8.836209946
-12.26073964
-7.493539233
-10.12540414
-9.926979866
-11.31751294
-8.561306822
-9.327204415
-8.123369352
-10.55838699
-11.86525635
-8.65126112
-10.89415709
-12.11436103
-8.603083402
-7.117468063
-11.28903566
-12.24647845
-11.48084117
-13.25297522
-12.07048365
-11.88967522
-8.258860421
-7.580857739
-12.55329679
-12.21326935
-8.679492455
-12.26380867
-8.34228683
-11.72247064
-9.635850596
-11.2088464
-9.000588386
-8.578037392
-10.17663353
-11.03851742
-13.25297522
-13.25297522
-11.54539099
-11.01672084
-7.471061759
-9.215908282
-11.44891161
-12.28539638
-10.57724922
-13.25297522
-12.13758258
-9.589258976
-11.82202009
-12.5721464
-7.980583649
-9.608779656
-10.0975731
-7.105386496
-8.006518028
-8.315629494
-8.502318616
-7.22819819
-9.134973967
-7.482860998
-8.72975918
-7.865628985
-13.25169988
-11.46390162
-12.54842827
-12.1090832
-10.96878119
-8.104347686
-10.46711844
-12.69205568
-10.33387433
-12.68009419
-11.72718839
-9.129752815
-12.16175221
-6.36452717
-12.1058868
-8.486206774
-11.16427129
-7.727413374
-10.74141054
-8.845249414
-10.9767286
-7.093357498
-11.42002424
-7.341510625
-8.053872388
-13.43378365
-8.823782156
-11.01496419
-12.52006868
-8.089377866
-8.458076772
-9.72033718
-7.203672642
-10.00808449
-12.63923481
-11.00571229
-11.61075386
-10.70718365
-9.470738158
-10.31832178
-11.29357264
-8.265665941
-10.92443409
-10.79845221
-9.261134283
-9.508600514
-11.18467677
-8.888706535
-12.85837059
-8.837107707
-7.262899459
-6.735529525
-7.812373003
-8.618075894
-9.445103259
-8.578469579
-11.61334926
-10.34066683
-12.36592318
-7.676448022
-12.56235984
-12.59221862
-10.38805801
-8.204586693
-11.46520786
-9.826992496
-7.115993408
-7.123403689
-7.455234792
-8.596144732
-7.521206374
-10.98208677
-11.40609245
-7.993408851
-7.587256196
-11.80471581
-7.941315759
-10.83403816
-11.04671492
-13.09048839
-10.93431943
-9.721376396
-7.311231922
-8.528405376
-8.884798443
-7.924729977
-12.60251581
-8.071852207
-9.352402842
-7.359011614
-7.933843458
-7.483565378
-12.47247949
-8.002115973
-12.58209745
-11.11757784
-11.37917538
-9.789115753
-11.75135801
-10.75106103
-6.650777464
-9.410982579
-7.449515904
-8.948479463
-8.386763777
-8.460925569
-11.70056084
-9.132705807
-10.57910526
-9.977663821
-8.077802746
-9.940609787
-13.02338946
-7.369916773
-7.322838814
-6.920258923
-8.563566648
-11.46900583
-9.175673003
-11.15691824
-6.558933798
-8.732764636
-9.060343965
-8.929275391
-11.02462006
-12.04563775
-10.89467539
-9.736686321
-10.31832178
-10.25594059
-8.358076396
-9.922355588
-9.883968512
-8.882854029
-7.738829208
-8.325391234
-9.118085961
-8.436679794
-9.618786773
-9.387761028
-8.062065643
-9.473363766
-12.63037918
-13.28498699
-12.16175221
-10.686407
-12.15065583
-12.68850148
-9.725390471
-12.52112286
-12.3343274
-11.72016742
-7.747609223
-11.83041844
-13.16617516
-11.77655644
-11.68162178
-9.56426545
-8.403803044
-10.18708216
-10.56833805
-10.23461976
-9.525599012
-8.693424242
-8.914757971
-8.333011334
-8.836209946
-10.41842742
-8.376770735
-7.587352213
-12.74247538
-11.31532948
-10.3293889
-12.72946225
-12.68009419
-10.62812323
-7.389586105
-7.998617744
